Gene	UniProtID	Accession	Protein_Name	Terms(GO/InterPro)	Term_Description	Term_namespace/type
mutY	P57617	MUTY_BUCAI	Adenine DNA glycosylase	GO:0019104	DNA N-glycosylase activity	F
mutY	P57617	MUTY_BUCAI	Adenine DNA glycosylase	GO:0016798	hydrolase activity, acting on glycosyl bonds	F
mutY	P57617	MUTY_BUCAI	Adenine DNA glycosylase	GO:0003677	DNA binding	F
mutY	P57617	MUTY_BUCAI	Adenine DNA glycosylase	IPR000445	Helix-hairpin-helix motif	conserved_site
mutY	P57617	MUTY_BUCAI	Adenine DNA glycosylase	IPR003265	HhH-GPD domain	domain
mutY	P57617	MUTY_BUCAI	Adenine DNA glycosylase	IPR004035	Endonuclease III, iron-sulphur binding site	binding_site
mutY	P57617	MUTY_BUCAI	Adenine DNA glycosylase	IPR004036	Endonuclease III-like, conserved site-2	conserved_site
mutY	P57617	MUTY_BUCAI	Adenine DNA glycosylase	IPR005760	A/G-specific adenine glycosylase MutY	family
mutY	P57617	MUTY_BUCAI	Adenine DNA glycosylase	IPR011257	DNA glycosylase	homologous_superfamily
mutY	P57617	MUTY_BUCAI	Adenine DNA glycosylase	IPR015797	NUDIX hydrolase-like domain superfamily	homologous_superfamily
mutY	P57617	MUTY_BUCAI	Adenine DNA glycosylase	IPR023170	Helix-hairpin-helix, base-excision DNA repair, C-terminal	homologous_superfamily
mutY	P57617	MUTY_BUCAI	Adenine DNA glycosylase	IPR029119	Adenine DNA glycosylase, C-terminal	domain
mutY	P57617	MUTY_BUCAI	Adenine DNA glycosylase	IPR044298	Adenine/Thymine-DNA glycosylase	family
sbcB	P57620	EX1_BUCAI	Exodeoxyribonuclease I	GO:0008310	single-stranded DNA 3'-5' DNA exonuclease activity	F
sbcB	P57620	EX1_BUCAI	Exodeoxyribonuclease I	GO:0006281	DNA repair	P
sbcB	P57620	EX1_BUCAI	Exodeoxyribonuclease I	GO:0003676	nucleic acid binding	F
sbcB	P57620	EX1_BUCAI	Exodeoxyribonuclease I	IPR012337	Ribonuclease H-like superfamily	homologous_superfamily
sbcB	P57620	EX1_BUCAI	Exodeoxyribonuclease I	IPR013520	Exonuclease, RNase T/DNA polymerase III	domain
sbcB	P57620	EX1_BUCAI	Exodeoxyribonuclease I	IPR013620	Exodeoxyribonuclease I, C-terminal	domain
sbcB	P57620	EX1_BUCAI	Exodeoxyribonuclease I	IPR034747	Exonuclease I, SH3-like domain	domain
sbcB	P57620	EX1_BUCAI	Exodeoxyribonuclease I	IPR034748	Exonuclease I, C-terminal alpha-helical domain	domain
sbcB	P57620	EX1_BUCAI	Exodeoxyribonuclease I	IPR036397	Ribonuclease H superfamily	homologous_superfamily
sbcB	P57620	EX1_BUCAI	Exodeoxyribonuclease I	IPR038649	Exonuclease I, SH3-like domain superfamily	homologous_superfamily
cysQ	P57624	CYSQ_BUCAI	3'(2'),5'-bisphosphate nucleotidase CysQ	GO:0046854	phosphatidylinositol phosphate biosynthetic process	P
cysQ	P57624	CYSQ_BUCAI	3'(2'),5'-bisphosphate nucleotidase CysQ	GO:0000287	magnesium ion binding	F
cysQ	P57624	CYSQ_BUCAI	3'(2'),5'-bisphosphate nucleotidase CysQ	GO:0008441	3'(2'),5'-bisphosphate nucleotidase activity	F
cysQ	P57624	CYSQ_BUCAI	3'(2'),5'-bisphosphate nucleotidase CysQ	GO:0006790	sulfur compound metabolic process	P
cysQ	P57624	CYSQ_BUCAI	3'(2'),5'-bisphosphate nucleotidase CysQ	IPR000760	Inositol monophosphatase-like	family
cysQ	P57624	CYSQ_BUCAI	3'(2'),5'-bisphosphate nucleotidase CysQ	IPR006240	3'(2'),5'-bisphosphate nucleotidase CysQ	family
cysQ	P57624	CYSQ_BUCAI	3'(2'),5'-bisphosphate nucleotidase CysQ	IPR020550	Inositol monophosphatase, conserved site	conserved_site
cysQ	P57624	CYSQ_BUCAI	3'(2'),5'-bisphosphate nucleotidase CysQ	IPR020583	Inositol monophosphatase, metal-binding site	binding_site
rnr	P57628	RNR_BUCAI	Ribonuclease R	GO:0003676	nucleic acid binding	F
rnr	P57628	RNR_BUCAI	Ribonuclease R	GO:0003723	RNA binding	F
rnr	P57628	RNR_BUCAI	Ribonuclease R	GO:0004540	RNA nuclease activity	F
rnr	P57628	RNR_BUCAI	Ribonuclease R	GO:0004518	nuclease activity	F
rnr	P57628	RNR_BUCAI	Ribonuclease R	GO:0016070	RNA metabolic process	P
rnr	P57628	RNR_BUCAI	Ribonuclease R	IPR001900	Ribonuclease II/R	domain
rnr	P57628	RNR_BUCAI	Ribonuclease R	IPR003029	S1 domain	domain
rnr	P57628	RNR_BUCAI	Ribonuclease R	IPR004476	Ribonuclease II/ribonuclease R	family
rnr	P57628	RNR_BUCAI	Ribonuclease R	IPR011129	Cold shock domain	domain
rnr	P57628	RNR_BUCAI	Ribonuclease R	IPR011805	Ribonuclease R	family
rnr	P57628	RNR_BUCAI	Ribonuclease R	IPR012340	Nucleic acid-binding, OB-fold	homologous_superfamily
rnr	P57628	RNR_BUCAI	Ribonuclease R	IPR013223	Ribonuclease B, N-terminal OB domain	domain
rnr	P57628	RNR_BUCAI	Ribonuclease R	IPR022966	Ribonuclease II/R, conserved site	conserved_site
rnr	P57628	RNR_BUCAI	Ribonuclease R	IPR040476	RNase II/RNase R, cold shock domain	domain
purA	P57629	PURA_BUCAI	Adenylosuccinate synthetase	GO:0000166	nucleotide binding	F
purA	P57629	PURA_BUCAI	Adenylosuccinate synthetase	GO:0004019	adenylosuccinate synthase activity	F
purA	P57629	PURA_BUCAI	Adenylosuccinate synthetase	GO:0006164	purine nucleotide biosynthetic process	P
purA	P57629	PURA_BUCAI	Adenylosuccinate synthetase	GO:0005525	GTP binding	F
purA	P57629	PURA_BUCAI	Adenylosuccinate synthetase	IPR001114	Adenylosuccinate synthetase	family
purA	P57629	PURA_BUCAI	Adenylosuccinate synthetase	IPR018220	Adenylosuccinate synthase, GTP-binding site	binding_site
purA	P57629	PURA_BUCAI	Adenylosuccinate synthetase	IPR027417	P-loop containing nucleoside triphosphate hydrolase	homologous_superfamily
purA	P57629	PURA_BUCAI	Adenylosuccinate synthetase	IPR033128	Adenylosuccinate synthase, active site	active_site
purA	P57629	PURA_BUCAI	Adenylosuccinate synthetase	IPR042109	Adenylosuccinate synthetase, domain 1	homologous_superfamily
purA	P57629	PURA_BUCAI	Adenylosuccinate synthetase	IPR042110	Adenylosuccinate synthetase, domain 2	homologous_superfamily
purA	P57629	PURA_BUCAI	Adenylosuccinate synthetase	IPR042111	Adenylosuccinate synthetase, domain 3	homologous_superfamily
miaA	P57632	MIAA_BUCAI	tRNA dimethylallyltransferase	GO:0008033	tRNA processing	P
miaA	P57632	MIAA_BUCAI	tRNA dimethylallyltransferase	IPR018022	IPP transferase	family
miaA	P57632	MIAA_BUCAI	tRNA dimethylallyltransferase	IPR027417	P-loop containing nucleoside triphosphate hydrolase	homologous_superfamily
miaA	P57632	MIAA_BUCAI	tRNA dimethylallyltransferase	IPR039657	Dimethylallyltransferase	family
mtlA	P57635	PTM3C_BUCAI	PTS system mannitol-specific EIICBA component	GO:0022872	protein-N(PI)-phosphohistidine-mannitol phosphotransferase system transmembrane transporter activity	F
mtlA	P57635	PTM3C_BUCAI	PTS system mannitol-specific EIICBA component	GO:0009401	phosphoenolpyruvate-dependent sugar phosphotransferase system	P
mtlA	P57635	PTM3C_BUCAI	PTS system mannitol-specific EIICBA component	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity	F
mtlA	P57635	PTM3C_BUCAI	PTS system mannitol-specific EIICBA component	GO:0016020	membrane	C
mtlA	P57635	PTM3C_BUCAI	PTS system mannitol-specific EIICBA component	IPR002178	PTS EIIA type-2 domain	domain
mtlA	P57635	PTM3C_BUCAI	PTS system mannitol-specific EIICBA component	IPR003352	Phosphotransferase system, EIIC	domain
mtlA	P57635	PTM3C_BUCAI	PTS system mannitol-specific EIICBA component	IPR003501	Phosphotransferase system, EIIB component, type 2/3	domain
mtlA	P57635	PTM3C_BUCAI	PTS system mannitol-specific EIICBA component	IPR013011	Phosphotransferase system, EIIB component, type 2	domain
mtlA	P57635	PTM3C_BUCAI	PTS system mannitol-specific EIICBA component	IPR013014	Phosphotransferase system, EIIC component, type 2	domain
mtlA	P57635	PTM3C_BUCAI	PTS system mannitol-specific EIICBA component	IPR016152	Phosphotransferase/anion transporter	homologous_superfamily
mtlA	P57635	PTM3C_BUCAI	PTS system mannitol-specific EIICBA component	IPR029503	Phosphotransferase system EIIB component, mannitol-specific	domain
mtlA	P57635	PTM3C_BUCAI	PTS system mannitol-specific EIICBA component	IPR036095	PTS system IIB component-like superfamily	homologous_superfamily
pgi	P57636	G6PI_BUCAI	Glucose-6-phosphate isomerase	GO:0004347	glucose-6-phosphate isomerase activity	F
pgi	P57636	G6PI_BUCAI	Glucose-6-phosphate isomerase	GO:0006094	gluconeogenesis	P
pgi	P57636	G6PI_BUCAI	Glucose-6-phosphate isomerase	GO:0006096	glycolytic process	P
pgi	P57636	G6PI_BUCAI	Glucose-6-phosphate isomerase	GO:0097367	carbohydrate derivative binding	F
pgi	P57636	G6PI_BUCAI	Glucose-6-phosphate isomerase	GO:1901135	carbohydrate derivative metabolic process	P
pgi	P57636	G6PI_BUCAI	Glucose-6-phosphate isomerase	IPR001672	Phosphoglucose isomerase (PGI)	family
pgi	P57636	G6PI_BUCAI	Glucose-6-phosphate isomerase	IPR018189	Phosphoglucose isomerase, conserved site	conserved_site
pgi	P57636	G6PI_BUCAI	Glucose-6-phosphate isomerase	IPR023096	Phosphoglucose isomerase, C-terminal	homologous_superfamily
pgi	P57636	G6PI_BUCAI	Glucose-6-phosphate isomerase	IPR035476	Phosphoglucose isomerase, SIS domain 1	domain
pgi	P57636	G6PI_BUCAI	Glucose-6-phosphate isomerase	IPR035482	Phosphoglucose isomerase, SIS domain 2	domain
pgi	P57636	G6PI_BUCAI	Glucose-6-phosphate isomerase	IPR046348	SIS domain superfamily	homologous_superfamily
fpr	P57641	FENR_BUCAI	Flavodoxin/ferredoxin--NADP reductase	GO:0016491	oxidoreductase activity	F
fpr	P57641	FENR_BUCAI	Flavodoxin/ferredoxin--NADP reductase	GO:0004324	ferredoxin-NADP+ reductase activity	F
fpr	P57641	FENR_BUCAI	Flavodoxin/ferredoxin--NADP reductase	IPR001433	Oxidoreductase FAD/NAD(P)-binding	domain
fpr	P57641	FENR_BUCAI	Flavodoxin/ferredoxin--NADP reductase	IPR017927	FAD-binding domain, ferredoxin reductase-type	domain
fpr	P57641	FENR_BUCAI	Flavodoxin/ferredoxin--NADP reductase	IPR017938	Riboflavin synthase-like beta-barrel	homologous_superfamily
fpr	P57641	FENR_BUCAI	Flavodoxin/ferredoxin--NADP reductase	IPR033892	Ferredoxin--NADP reductase, bacteria	family
fpr	P57641	FENR_BUCAI	Flavodoxin/ferredoxin--NADP reductase	IPR039261	Ferredoxin-NADP reductase (FNR), nucleotide-binding domain	homologous_superfamily
epmA	P57642	EPMA_BUCAI	Elongation factor P--(R)-beta-lysine ligase	GO:0000166	nucleotide binding	F
epmA	P57642	EPMA_BUCAI	Elongation factor P--(R)-beta-lysine ligase	GO:0004812	aminoacyl-tRNA ligase activity	F
epmA	P57642	EPMA_BUCAI	Elongation factor P--(R)-beta-lysine ligase	GO:0005524	ATP binding	F
epmA	P57642	EPMA_BUCAI	Elongation factor P--(R)-beta-lysine ligase	GO:0006418	tRNA aminoacylation for protein translation	P
epmA	P57642	EPMA_BUCAI	Elongation factor P--(R)-beta-lysine ligase	GO:0004824	lysine-tRNA ligase activity	F
epmA	P57642	EPMA_BUCAI	Elongation factor P--(R)-beta-lysine ligase	GO:0006430	lysyl-tRNA aminoacylation	P
epmA	P57642	EPMA_BUCAI	Elongation factor P--(R)-beta-lysine ligase	GO:0005737	cytoplasm	C
epmA	P57642	EPMA_BUCAI	Elongation factor P--(R)-beta-lysine ligase	IPR004364	Aminoacyl-tRNA synthetase, class II (D/K/N)	domain
epmA	P57642	EPMA_BUCAI	Elongation factor P--(R)-beta-lysine ligase	IPR004525	Elongation factor P--(R)-beta-lysine ligase	family
epmA	P57642	EPMA_BUCAI	Elongation factor P--(R)-beta-lysine ligase	IPR006195	Aminoacyl-tRNA synthetase, class II	domain
epmA	P57642	EPMA_BUCAI	Elongation factor P--(R)-beta-lysine ligase	IPR018149	Lysyl-tRNA synthetase, class II, C-terminal	domain
epmA	P57642	EPMA_BUCAI	Elongation factor P--(R)-beta-lysine ligase	IPR045864	Class II Aminoacyl-tRNA synthetase/Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL)	homologous_superfamily
coaD	P57643	COAD_BUCAI	Phosphopantetheine adenylyltransferase	GO:0004595	pantetheine-phosphate adenylyltransferase activity	F
coaD	P57643	COAD_BUCAI	Phosphopantetheine adenylyltransferase	GO:0015937	coenzyme A biosynthetic process	P
coaD	P57643	COAD_BUCAI	Phosphopantetheine adenylyltransferase	GO:0003824	catalytic activity	F
coaD	P57643	COAD_BUCAI	Phosphopantetheine adenylyltransferase	GO:0009058	biosynthetic process	P
coaD	P57643	COAD_BUCAI	Phosphopantetheine adenylyltransferase	IPR001980	Phosphopantetheine adenylyltransferase	family
coaD	P57643	COAD_BUCAI	Phosphopantetheine adenylyltransferase	IPR004821	Cytidyltransferase-like domain	domain
coaD	P57643	COAD_BUCAI	Phosphopantetheine adenylyltransferase	IPR014729	Rossmann-like alpha/beta/alpha sandwich fold	homologous_superfamily
dapF	P57649	DAPF_BUCAI	Diaminopimelate epimerase	GO:0008837	diaminopimelate epimerase activity	F
dapF	P57649	DAPF_BUCAI	Diaminopimelate epimerase	GO:0009089	lysine biosynthetic process via diaminopimelate	P
dapF	P57649	DAPF_BUCAI	Diaminopimelate epimerase	GO:0005737	cytoplasm	C
dapF	P57649	DAPF_BUCAI	Diaminopimelate epimerase	IPR001653	Diaminopimelate epimerase, DapF	family
dapF	P57649	DAPF_BUCAI	Diaminopimelate epimerase	IPR018510	Diaminopimelate epimerase, active site	active_site
hemC	P57651	HEM3_BUCAI	Porphobilinogen deaminase	GO:0004418	hydroxymethylbilane synthase activity	F
hemC	P57651	HEM3_BUCAI	Porphobilinogen deaminase	GO:0033014	tetrapyrrole biosynthetic process	P
hemC	P57651	HEM3_BUCAI	Porphobilinogen deaminase	GO:0018160	peptidyl-pyrromethane cofactor linkage	P
hemC	P57651	HEM3_BUCAI	Porphobilinogen deaminase	IPR000860	Porphobilinogen deaminase	family
hemC	P57651	HEM3_BUCAI	Porphobilinogen deaminase	IPR022417	Porphobilinogen deaminase, N-terminal	domain
hemC	P57651	HEM3_BUCAI	Porphobilinogen deaminase	IPR022418	Porphobilinogen deaminase, C-terminal	domain
hemC	P57651	HEM3_BUCAI	Porphobilinogen deaminase	IPR022419	Porphobilinogen deaminase, dipyrromethane cofactor binding site	binding_site
hemC	P57651	HEM3_BUCAI	Porphobilinogen deaminase	IPR036803	Porphobilinogen deaminase, C-terminal domain superfamily	homologous_superfamily
rho	P57652	RHO_BUCAI	Transcription termination factor Rho	GO:0006353	DNA-templated transcription termination	P
rho	P57652	RHO_BUCAI	Transcription termination factor Rho	GO:0003723	RNA binding	F
rho	P57652	RHO_BUCAI	Transcription termination factor Rho	GO:0003676	nucleic acid binding	F
rho	P57652	RHO_BUCAI	Transcription termination factor Rho	GO:0005524	ATP binding	F
rho	P57652	RHO_BUCAI	Transcription termination factor Rho	GO:0016887	ATP hydrolysis activity	F
rho	P57652	RHO_BUCAI	Transcription termination factor Rho	GO:0008186	ATP-dependent activity, acting on RNA	F
rho	P57652	RHO_BUCAI	Transcription termination factor Rho	IPR000194	ATPase, F1/V1/A1 complex, alpha/beta subunit, nucleotide-binding domain	domain
rho	P57652	RHO_BUCAI	Transcription termination factor Rho	IPR003593	AAA+ ATPase domain	domain
rho	P57652	RHO_BUCAI	Transcription termination factor Rho	IPR004665	Transcription termination factor Rho	family
rho	P57652	RHO_BUCAI	Transcription termination factor Rho	IPR011112	Rho termination factor, N-terminal	domain
rho	P57652	RHO_BUCAI	Transcription termination factor Rho	IPR011113	Rho termination factor, RNA-binding domain	domain
rho	P57652	RHO_BUCAI	Transcription termination factor Rho	IPR011129	Cold shock domain	domain
rho	P57652	RHO_BUCAI	Transcription termination factor Rho	IPR012340	Nucleic acid-binding, OB-fold	homologous_superfamily
rho	P57652	RHO_BUCAI	Transcription termination factor Rho	IPR027417	P-loop containing nucleoside triphosphate hydrolase	homologous_superfamily
rho	P57652	RHO_BUCAI	Transcription termination factor Rho	IPR036269	Rho termination factor, N-terminal domain superfamily	homologous_superfamily
rho	P57652	RHO_BUCAI	Transcription termination factor Rho	IPR041703	Transcription termination factor Rho, ATP binding domain	domain
rep	P57654	REP_BUCAI	ATP-dependent DNA helicase Rep	GO:0005524	ATP binding	F
rep	P57654	REP_BUCAI	ATP-dependent DNA helicase Rep	GO:0016787	hydrolase activity	F
rep	P57654	REP_BUCAI	ATP-dependent DNA helicase Rep	GO:0003677	DNA binding	F
rep	P57654	REP_BUCAI	ATP-dependent DNA helicase Rep	GO:0003678	DNA helicase activity	F
rep	P57654	REP_BUCAI	ATP-dependent DNA helicase Rep	GO:0006268	DNA unwinding involved in DNA replication	P
rep	P57654	REP_BUCAI	ATP-dependent DNA helicase Rep	IPR000212	DNA helicase, UvrD/REP type	family
rep	P57654	REP_BUCAI	ATP-dependent DNA helicase Rep	IPR005752	ATP-dependent DNA helicase Rep	family
rep	P57654	REP_BUCAI	ATP-dependent DNA helicase Rep	IPR013986	DExx box DNA helicase domain superfamily	homologous_superfamily
rep	P57654	REP_BUCAI	ATP-dependent DNA helicase Rep	IPR014016	UvrD-like helicase, ATP-binding domain	domain
rep	P57654	REP_BUCAI	ATP-dependent DNA helicase Rep	IPR014017	UvrD-like DNA helicase, C-terminal	domain
rep	P57654	REP_BUCAI	ATP-dependent DNA helicase Rep	IPR027417	P-loop containing nucleoside triphosphate hydrolase	homologous_superfamily
ilvC	P57655	ILVC_BUCAI	Ketol-acid reductoisomerase (NADP(+))	GO:0004455	ketol-acid reductoisomerase activity	F
ilvC	P57655	ILVC_BUCAI	Ketol-acid reductoisomerase (NADP(+))	GO:0009082	branched-chain amino acid biosynthetic process	P
ilvC	P57655	ILVC_BUCAI	Ketol-acid reductoisomerase (NADP(+))	GO:0016491	oxidoreductase activity	F
ilvC	P57655	ILVC_BUCAI	Ketol-acid reductoisomerase (NADP(+))	IPR000506	Ketol-acid reductoisomerase, C-terminal	domain
ilvC	P57655	ILVC_BUCAI	Ketol-acid reductoisomerase (NADP(+))	IPR008927	6-phosphogluconate dehydrogenase-like, C-terminal domain superfamily	homologous_superfamily
ilvC	P57655	ILVC_BUCAI	Ketol-acid reductoisomerase (NADP(+))	IPR013023	Ketol-acid reductoisomerase	family
ilvC	P57655	ILVC_BUCAI	Ketol-acid reductoisomerase (NADP(+))	IPR013116	Ketol-acid reductoisomerase, N-terminal	domain
ilvC	P57655	ILVC_BUCAI	Ketol-acid reductoisomerase (NADP(+))	IPR013328	6-phosphogluconate dehydrogenase, domain 2	homologous_superfamily
ilvC	P57655	ILVC_BUCAI	Ketol-acid reductoisomerase (NADP(+))	IPR036291	NAD(P)-binding domain superfamily	homologous_superfamily
ilvD	P57656	ILVD_BUCAI	Dihydroxy-acid dehydratase	GO:0016836	hydro-lyase activity	F
ilvD	P57656	ILVD_BUCAI	Dihydroxy-acid dehydratase	GO:0004160	dihydroxy-acid dehydratase activity	F
ilvD	P57656	ILVD_BUCAI	Dihydroxy-acid dehydratase	GO:0009082	branched-chain amino acid biosynthetic process	P
ilvD	P57656	ILVD_BUCAI	Dihydroxy-acid dehydratase	GO:0003824	catalytic activity	F
ilvD	P57656	ILVD_BUCAI	Dihydroxy-acid dehydratase	IPR000581	Dihydroxy-acid/6-phosphogluconate dehydratase	family
ilvD	P57656	ILVD_BUCAI	Dihydroxy-acid dehydratase	IPR004404	Dihydroxy-acid dehydratase	family
ilvD	P57656	ILVD_BUCAI	Dihydroxy-acid dehydratase	IPR020558	Dihydroxy-acid/6-phosphogluconate dehydratase, conserved site	conserved_site
ilvD	P57656	ILVD_BUCAI	Dihydroxy-acid dehydratase	IPR037237	IlvD/EDD, N-terminal domain	homologous_superfamily
ilvD	P57656	ILVD_BUCAI	Dihydroxy-acid dehydratase	IPR042096	Dihydroxy-acid dehydratase, C-terminal	homologous_superfamily
iscS	P57657	ISCS_BUCAI	Cysteine desulfurase IscS	GO:0030170	pyridoxal phosphate binding	F
iscS	P57657	ISCS_BUCAI	Cysteine desulfurase IscS	GO:0031071	cysteine desulfurase activity	F
iscS	P57657	ISCS_BUCAI	Cysteine desulfurase IscS	GO:0044571	[2Fe-2S] cluster assembly	P
iscS	P57657	ISCS_BUCAI	Cysteine desulfurase IscS	IPR000192	Aminotransferase class V domain	domain
iscS	P57657	ISCS_BUCAI	Cysteine desulfurase IscS	IPR010240	Cysteine desulfurase IscS	family
iscS	P57657	ISCS_BUCAI	Cysteine desulfurase IscS	IPR015421	Pyridoxal phosphate-dependent transferase, major domain	homologous_superfamily
iscS	P57657	ISCS_BUCAI	Cysteine desulfurase IscS	IPR015422	Pyridoxal phosphate-dependent transferase, small domain	homologous_superfamily
iscS	P57657	ISCS_BUCAI	Cysteine desulfurase IscS	IPR015424	Pyridoxal phosphate-dependent transferase	homologous_superfamily
iscS	P57657	ISCS_BUCAI	Cysteine desulfurase IscS	IPR016454	Cysteine desulfurase	family
iscS	P57657	ISCS_BUCAI	Cysteine desulfurase IscS	IPR020578	Aminotransferase class-V, pyridoxal-phosphate binding site	binding_site
aroE	Q44607	AROE_BUCAI	Shikimate dehydrogenase (NADP(+))	GO:0004764	shikimate 3-dehydrogenase (NADP+) activity	F
aroE	Q44607	AROE_BUCAI	Shikimate dehydrogenase (NADP(+))	GO:0050661	NADP binding	F
aroE	Q44607	AROE_BUCAI	Shikimate dehydrogenase (NADP(+))	GO:0019632	shikimate metabolic process	P
aroE	Q44607	AROE_BUCAI	Shikimate dehydrogenase (NADP(+))	IPR006151	Quinate/shikimate 5-dehydrogenase/glutamyl-tRNA reductase	domain
aroE	Q44607	AROE_BUCAI	Shikimate dehydrogenase (NADP(+))	IPR011342	Shikimate dehydrogenase	family
aroE	Q44607	AROE_BUCAI	Shikimate dehydrogenase (NADP(+))	IPR013708	Shikimate dehydrogenase substrate binding, N-terminal	domain
aroE	Q44607	AROE_BUCAI	Shikimate dehydrogenase (NADP(+))	IPR022893	Shikimate dehydrogenase family	family
aroE	Q44607	AROE_BUCAI	Shikimate dehydrogenase (NADP(+))	IPR036291	NAD(P)-binding domain superfamily	homologous_superfamily
aroE	Q44607	AROE_BUCAI	Shikimate dehydrogenase (NADP(+))	IPR041121	SDH, C-terminal	domain
aroE	Q44607	AROE_BUCAI	Shikimate dehydrogenase (NADP(+))	IPR046346	Aminoacid dehydrogenase-like, N-terminal domain superfamily	homologous_superfamily
trpE	Q44695	TRPE_BUCAI	Anthranilate synthase component 1	GO:0009058	biosynthetic process	P
trpE	Q44695	TRPE_BUCAI	Anthranilate synthase component 1	GO:0004049	anthranilate synthase activity	F
trpE	Q44695	TRPE_BUCAI	Anthranilate synthase component 1	IPR005257	Anthranilate synthase component I, TrpE-like, bacterial	family
trpE	Q44695	TRPE_BUCAI	Anthranilate synthase component 1	IPR005801	ADC synthase	homologous_superfamily
